title,price,image,link
Lenovo IdeaPad Slim 1 AMD Ryzen 5 Hexa Core 5500U - (16 GB/512 GB SSD/Windows 11 Home) 15ALC7 Thin and...,"₹38,700",https://rukminim2.flixcart.com/image/312/312/xif0q/computer/m/o/u/-original-imahg5fxhyfzpqwy.jpeg?q=70,https://www.flipkart.com/lenovo-ideapad-slim-1-amd-ryzen-5-hexa-core-5500u-16-gb-512-gb-ssd-windows-11-home-15alc7-thin-light-laptop/p/itm3680fb576eb7b?pid=COMGN2YDSFGGXYG3&lid=LSTCOMGN2YDSFGGXYG3MJBCRU&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_1_21&otracker=search&fm=organic&iid=a62f89f1-bbd0-4d3c-9618-f6ead60d7a74.COMGN2YDSFGGXYG3.SEARCH&ppt=None&ppn=None&ssid=v6959kkvgw0000001768146952537&qH=c06ea84a1e3dc3c6
MOTOROLA Motobook 60 Pro Full Metal OLED AI PC Intel Core Ultra 5 225H - (16 GB/1 TB SSD/Windows 11 Ho...,"₹64,990",https://rukminim2.flixcart.com/image/312/312/xif0q/computer/c/1/z/-original-imahhbyxpgxgffan.jpeg?q=70,https://www.flipkart.com/motorola-motobook-60-pro-full-metal-oled-ai-pc-intel-core-ultra-5-225h-16-gb-1-tb-ssd-windows-11-home-14iah101-thin-light-laptop/p/itm14e97ee01a87b?pid=COMHFC2C7WTGVZQ9&lid=LSTCOMHFC2C7WTGVZQ9JQSAHW&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&spotlightTagId=default_TrendingId_6bo%2Fb5g&srno=s_1_22&otracker=search&fm=organic&iid=a62f89f1-bbd0-4d3c-9618-f6ead60d7a74.COMHFC2C7WTGVZQ9.SEARCH&ppt=None&ppn=None&ssid=v6959kkvgw0000001768146952537&qH=c06ea84a1e3dc3c6
HP 15 Intel Core i3 13th Gen 1315U - (16 GB/512 GB SSD/Windows 11 Home) 15-fd0668TU Thin and Light Lap...,"₹45,880",https://rukminim2.flixcart.com/image/312/312/xif0q/computer/i/m/q/-original-imahg53xegyhbrjh.jpeg?q=70,https://www.flipkart.com/hp-15-intel-core-i3-13th-gen-1315u-16-gb-512-gb-ssd-windows-11-home-15-fd0668tu-thin-light-laptop/p/itm44ca89d3e5687?pid=COMHESS7YD5PMQZ3&lid=LSTCOMHESS7YD5PMQZ3LYF6YA&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_1_23&otracker=search&fm=organic&iid=a62f89f1-bbd0-4d3c-9618-f6ead60d7a74.COMHESS7YD5PMQZ3.SEARCH&ppt=None&ppn=None&ssid=v6959kkvgw0000001768146952537&qH=c06ea84a1e3dc3c6
HP Intel Core i7 13th Gen 13620H - (16 GB/512 GB SSD/Windows 11 Home) 15-fr0046TU Thin and Light Lapto...,"₹66,990",https://rukminim2.flixcart.com/image/312/312/xif0q/computer/y/y/x/-original-imahgx8weecatg2f.jpeg?q=70,https://www.flipkart.com/hp-intel-core-i7-13th-gen-13620h-16-gb-512-gb-ssd-windows-11-home-15-fr0046tu-thin-light-laptop/p/itmc255f42578e1e?pid=COMHDFUWWFF77NQC&lid=LSTCOMHDFUWWFF77NQCREKA4R&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_1_24&otracker=search&fm=organic&iid=a62f89f1-bbd0-4d3c-9618-f6ead60d7a74.COMHDFUWWFF77NQC.SEARCH&ppt=None&ppn=None&ssid=v6959kkvgw0000001768146952537&qH=c06ea84a1e3dc3c6
walker Intel Celeron Dual Core N4020 - (4 GB/128 GB SSD/Windows 11 Home) NU14A1 Thin and Light Laptop,"₹11,990",https://rukminim2.flixcart.com/image/312/312/xif0q/computer/u/z/e/-original-imahg5fyvzdwaqzj.jpeg?q=70,https://www.flipkart.com/walker-intel-celeron-dual-core-n4020-4-gb-128-gb-ssd-windows-11-home-nu14a1-thin-light-laptop/p/itm3d8c664ba317d?pid=COMGT4RVRZZKSHX3&lid=LSTCOMGT4RVRZZKSHX3QIYXNU&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_2_25&otracker=search&fm=organic&iid=f4446b8b-1219-44e4-a95f-990e862a0a88.COMGT4RVRZZKSHX3.SEARCH&ppt=sp&ppn=sp&ssid=8gmc75ih4w0000001768146974928&qH=c06ea84a1e3dc3c6
Ultimus APEX Pro Intel Pentium Quad Core N4200 - (4 GB/128 GB SSD/128 GB EMMC Storage/Windows 11 Home)...,"₹13,990",https://rukminim2.flixcart.com/image/312/312/xif0q/computer/a/6/l/-original-imahfbnmsxjxayme.jpeg?q=70,https://www.flipkart.com/ultimus-apex-pro-intel-pentium-quad-core-n4200-4-gb-128-gb-ssd-128-emmc-storage-windows-11-home-nu14u8inb43sn-sg-laptop/p/itm306cc637af367?pid=COMHESPKG2FWXPG3&lid=LSTCOMHESPKG2FWXPG3U3ZEPP&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_2_26&otracker=search&fm=organic&iid=f4446b8b-1219-44e4-a95f-990e862a0a88.COMHESPKG2FWXPG3.SEARCH&ppt=sp&ppn=sp&ssid=8gmc75ih4w0000001768146974928&qH=c06ea84a1e3dc3c6
HP 15 Intel Core 3 100U - (8 GB/512 GB SSD/Windows 11 Home) 15-fd1253TU/ 15-fd1225TU Thin and Light La...,"₹37,990",https://rukminim2.flixcart.com/image/312/312/xif0q/computer/1/l/z/-original-imahg4utkhphhrg9.jpeg?q=70,https://www.flipkart.com/hp-15-intel-core-3-100u-8-gb-512-gb-ssd-windows-11-home-15-fd1253tu-15-fd1225tu-thin-light-laptop/p/itm09491ad4135b2?pid=COMHBFRJDZSGPFKZ&lid=LSTCOMHBFRJDZSGPFKZVNWQJP&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_2_27&otracker=search&fm=organic&iid=en_PoqEc3tb4UImk8wb8pD-N9ws9rUcnyfNMCAxbsp7lZBhhlDlqGOIIYt0F6u0cSIeu4QHvHFlUZipm0-UzcjnpA%3D%3D&ppt=sp&ppn=sp&ssid=8gmc75ih4w0000001768146974928&qH=c06ea84a1e3dc3c6
"ASUS Vivobook 15 (2025) with Office 2024 + M365 Basic*, Backlit Keyboard, Intel Core i3 13th Gen 1315U...","₹41,990",https://rukminim2.flixcart.com/image/312/312/xif0q/computer/w/h/g/-original-imahg5fuxuw5afvh.jpeg?q=70,https://www.flipkart.com/asus-vivobook-15-2025-office-2024-m365-basic-backlit-keyboard-intel-core-i3-13th-gen-1315u-16-gb-512-gb-ssd-windows-11-home-x1504va-nj2324ws-x1504va-bq341ws-thin-light-laptop/p/itmf0e6514a56cbf?pid=COMH9SJ95TXH5PYE&lid=LSTCOMH9SJ95TXH5PYEG6PLFV&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_2_28&otracker=search&fm=organic&iid=f4446b8b-1219-44e4-a95f-990e862a0a88.COMH9SJ95TXH5PYE.SEARCH&ppt=sp&ppn=sp&ssid=8gmc75ih4w0000001768146974928&qH=c06ea84a1e3dc3c6
Acer NITRO LITE 16 Intel Core i7 13th Gen 13620H - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVI...,"₹69,990",https://rukminim2.flixcart.com/image/312/312/xif0q/computer/o/b/p/-original-imahgfz4mmcbq66f.jpeg?q=70,https://www.flipkart.com/acer-nitro-lite-16-intel-core-i7-13th-gen-13620h-16-gb-512-gb-ssd-windows-11-home-6-graphics-nvidia-geforce-rtx-4050-nl16-71g-gaming-laptop/p/itm98090319c1e60?pid=COMHDFTZCTNUGWYE&lid=LSTCOMHDFTZCTNUGWYEZUTM5R&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_2_29&otracker=search&fm=organic&iid=f4446b8b-1219-44e4-a95f-990e862a0a88.COMHDFTZCTNUGWYE.SEARCH&ppt=sp&ppn=sp&ssid=8gmc75ih4w0000001768146974928&qH=c06ea84a1e3dc3c6
Acer 3 Years Warranty Aspire 3 (2025) Intel Core i3 13th Gen 1305U - (16 GB/512 GB SSD/Windows 11 Home...,"₹38,590",https://rukminim2.flixcart.com/image/312/312/xif0q/computer/b/c/6/aspire-3-a325-53-thin-and-light-laptop-acer-original-imahg4t48x6tbbsx.jpeg?q=70,https://www.flipkart.com/acer-3-years-warranty-aspire-2025-intel-core-i3-13th-gen-1305u-16-gb-512-gb-ssd-windows-11-home-a325-53-thin-light-laptop/p/itm07dcd421d9bcb?pid=COMHG4T4XWKNGBQH&lid=LSTCOMHG4T4XWKNGBQH3AUYMC&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_2_30&otracker=search&fm=organic&iid=f4446b8b-1219-44e4-a95f-990e862a0a88.COMHG4T4XWKNGBQH.SEARCH&ppt=sp&ppn=sp&ssid=8gmc75ih4w0000001768146974928&qH=c06ea84a1e3dc3c6
DELL 15 AMD Ryzen 5 Hexa Core 7530U - (16 GB/512 GB SSD/Windows 11 Home) 3535 Thin and Light Laptop,"₹41,990",https://rukminim2.flixcart.com/image/312/312/xif0q/computer/g/t/d/-original-imahg5fyqgdfhugy.jpeg?q=70,https://www.flipkart.com/dell-15-amd-ryzen-5-hexa-core-7530u-16-gb-512-gb-ssd-windows-11-home-3535-thin-light-laptop/p/itm672bf7685863c?pid=COMH8EPFGAZ5HFM3&lid=LSTCOMH8EPFGAZ5HFM3UCBKL5&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_2_31&otracker=search&fm=organic&iid=f4446b8b-1219-44e4-a95f-990e862a0a88.COMH8EPFGAZ5HFM3.SEARCH&ppt=sp&ppn=sp&ssid=8gmc75ih4w0000001768146974928&qH=c06ea84a1e3dc3c6
